9/3/2021, 'Kamu suka cowo rambut gondrong cengkring dan keliatan aestetik kan. Bagiku malah kek kurang gizi. Hidup cowo cowo buncit 👍', izzyfluf,0
9/3/2021, '@purplemoy Tapi dia ga bakal liat kan?? Aamiin semoga ga liat 🥺🙏', geminiisgem,0
9/3/2021, '@purplemoy Heh ya Allah', geminiisgem,0
9/3/2021," 'Kepada: user aespa_official \n\nDimohon segera mengupload foto foto baru dan merapikan feeds IG. Terima kasih.\n\nTertanda,\nMYs yang kekurangan gizi.'", minjeongjin,0
9/3/2021, 'Baru kali ini Gua ngeliat orang yg menormalisasikan ngatain penyakit kurang gizi daripada harus diem aja karena takut disangka kontra sama agama wkwkwkwkw Tuhan lo juga ga pernah ngajarin orang jadi jahat kayak gitu kali.', teataehosea,0
9/3/2021, '@rezathehero this. and belum glowup HAHA. \n\ntapi sebenernya ntar kalo dah ngekos rata2 suka jd kurusan alias kurang gizi nangis.', aluddra,0
9/3/2021," 'Klo aku kangen, boleh?'", geminiisgem,0
9/3/2021," 'Mancari nang bungas tapi kada sefrekuensi, mancari nang sefrekuensi tapi kada baisi kaya kurang gizi, mancari nang baisi tapi sudah kada ori, mancari nang burik tapi kitanya nang gengsi, mancari nang baik tapi sudah baisi doi, mancari nang pintar ngaji tapi anaknya kiyai. Hadehh'", Pandiranbanjar,0
9/3/2021," '@maswege Yang nyanyi "" kurang gizi "" 🤣🤣🤣'", ayumeghan,0
9/3/2021," 'Keknya kurus idaman semua cewe, jadi jangan menghakimi dengan kurang gizi. Gak tau aja jatuh bangunnya mengurangi makan. Apalagi gak pake dokter gizi. Gorengan mie instant tengah malam menggoda kek apaa tauu. https://t.co/zZwe1JeeRn'", Cumilovers13,0
9/3/2021, 'Ini ceritanya dark joke ya? Cosplay gizi buruk https://t.co/K9xUnlNglI', rahmadiandrnt,0
9/3/2021, 'jadi all gue ketemu kucing kurus kayak kurang gizi terus telinganya jamuran gitu kalau misalnya gue beliin obat sesuai resep dokter tapi gak dibawa ke vet bisa nggak ya….. yang punya kucing plis jawab 😢😢😢', kittenbucks,0
9/3/2021, '@AsepWitoko Setan bikin orang masuk neraka aja tega.. apalagi bikin orang cuma stunting.. 😌\n\nSaya tuh liat langsung waktu baksos belasan tahun lalu. trus dokter senior di tempat kita sering bahas itu.. Kalo gak selesai masalahnya artinya ya gak sanggup ngurusin..', mustikawiyati,0
9/3/2021, '@_jeongjack Skrg atuh keburu gizi buruk gue', Sdgurlll,0
9/3/2021," 'palalu wkekwkwkwk sorry sounds rude tp coba jd kurus deh, pasti dibilang ""gapernah makan lu ya"", ""kurang gizi ya lo"" atau ""apasi makan dikit bgt udah kurus ini ngapain coba ngurangin makan"" (( JIRR GUE MAKAN EMG DIKIT"". mana ada yg nanya kaya beginian tuh GAK ADA wkwk sotoy bener https://t.co/YA1stDLQkL'", burnflovver,0
9/3/2021, '@cikukucing Ya Allah lu siapeee kayak anak kurang gizi', pentolkuriya,0
9/3/2021, 'Kurang Gizi😂😂😂 https://t.co/TpdeS6Cy3e', M3gh4n1988,0
9/3/2021," '@ppunteenn_ Iya kurus, tapi yg goodlooking\nKalau yg ga goodlooking pasti dikatain kurang gizi'", olviaangreanyyy,0
9/3/2021, '@maghfirare rela kurang gizi demi gizi majikan tercukupi! sungguh dedikasi yg ruar biyasa👍🏻', sekuitword,0
9/3/2021," '@jaemcityx Di aku burungnya ga gembrot lagi, dia kekurangan gizi 😔😔 https://t.co/Ap6TovQR6y'", by_AYDEN,0
9/3/2021," '@jaemcityx Aku baru tau Twitter burungnya gembrot, ku pikir segitu udah kurang gizi 😢'", NeoMau1_,0
9/3/2021, '@machbeach @Kimi58486332 Mas Joko yg kurang gizi bang', totosalehl,0
9/3/2021," '@ndagels Kurang gizi, jadi lemes'", Gojek_official,0
9/3/2021, '@Tayanggggggg Kalau segini kurus lalu saya apa? Gizi buruk?:(', iyaanggaa,0
9/3/2021, '@bertanyarl ini kekurangan gizi gasie😁🙏', bbmchii,0
9/3/2021, 'bukan kurang gizi.😭😭😭', Selviawulandri,0
9/3/2021," '@pernahnyamann @tiktokjelek lemes amat, kurang gizi lu'", kochjastinl,0
9/3/2021, '@bertanyarl kayak gizi buruk anjrit', tybskclrmh,0
9/3/2021, '@justafreakygirl langsung gizi buruk', nerdboiiii,0
9/3/2021, '@Lumbalaut1 atau otaknya yang gagal tumbuh?', TukangMebel2,0
9/3/2021," 'Tidur hbs makan dan habis ashar ni bangun” kaya org kurang gizi, lemess mwak.'", nadarakasiwii,0
9/3/2021," 'Tong belum jadi Dirut atau komisaris juga ya??\nMiris amat ya hidup lo, cobalah belajar dari @AliNgabalinNew pakai ilmu loncat lancat, yang penting dapat, walaupun @jokowi kurang gizi dapat juga. Cobalah aja lo maki @jokowi pasti jabatan lo lebih bagus dari @prabowo\n😂 https://t.co/w3M4yU5LUg'", RRabrusun,0
9/3/2021, '@selfolconvo keren nih cuma seringnya kaya jamet kurang gizi @thesocietier (kasih gua freepass jadi anak lu)', mgthew,0
9/3/2021," '@HNJSUNGIE Beda lagi sm dompetku, kurang gizi'", bchjsm,0
9/2/2021, '@RidwanJanuar17 Tp kuru waemah jiga kurang gizi pan kang..', nenggusti,0
9/2/2021, '@kumparan Donee\nPengen buat beli pacul dan alat kebun soalnya tanemanku mau mati kurang gizi\n#HadiahKagetdarikumparan', royaltyhuening,0
9/2/2021," '@Karsono12732862 @OnayRiano @hRp__5 @pengarang_sajak @free_witty @Handoko75161314 @jokowi Maaf Pak Karsono, kupikir cara pikirmu yg amburadul itu karena ga mau lihat fakta sebab hati udah tertutup. Ternyata karena dulu pernah mengalami gizi buruk yaa...??\nMaaf lho Pak.. maaf... 🙏🙏🙏'", sungganteng,0
9/2/2021," '@eucalipts @AREAJULID Gak nikah gizi seimbang, udah nikah malah gizi buruk.'", beemakehoney,0
9/2/2021," '@AREAJULID Heh tua bangka, smoga kao menjadi kurus kering kurang gizi ya'", Yann9901,0
9/2/2021, 'Kalo badan di masukin virus mati/lemah gimna. Emang bakal reaktif. Pasti langsung di buangkan.kan virusnya ga bisa ngapa2in. Coba kalo virusnya sehat.beuh.perang.bentuk antibodi.asal ga kurang gizi tapi', elmo76932704,0
9/2/2021, '@csenjou babi kurang gizi', saenrise,0
9/2/2021, '@paebakkenteuu satenya kekurangan gizi ya', lovingjihoonie,0
9/2/2021, '@turnoudlight Tugaaas kaa😭\nDisuruh cari berita anak yg bergizi baik😭\nYg banyak cuma yg gizi buruk😭😭\nGimna dong😭', ayaakantepung,0
9/2/2021," '@indonesiatauhid renungkan lah harga whiskas, per 480 gram harga nya Rp 30 rb.. tiap tiga hari habis 1 kantung.. sebulan jadi kurang lbh Rp 900 rb.. ada pengemis cuma dikasih selembar 2 ribuan.. anak2 nya sendiri mgkn kurang gizi.. kayak gini mengharap jannah? haihaata..'", darkcruise,0
9/2/2021," 'orang rumah pada bilang aku sekarang gemukan. seneng banget. buat orang yang berat badannya susah naik, bisa naik 3-4 kilo aja udah seneng, udah ga dibilang kurus kering kayak kurang gizi 😅 padahal juga makan mulu'", your_loveth,0
9/2/2021, '@purplemoy @yourtedself Wah wah apaan nih di lapak orang 😤', geminiisgem,0
9/2/2021," 'Jngan pernah menyalah kan orang yang lupa ,'", ditambahhhhh,0
9/2/2021," '""kamu kurus bgtt sih kayak orang kurang gizi..."" \nucap seorang wanita yg mati matian diet untuk menghilangkan separoh berat badannya'", imdepan,0
9/2/2021," '@tubirfess Bukan aneh sih, tapi gue dibilang kurang gizi makan nasi anget yg baru mateng sama sambel bawang doang. Padahal itu enak bgt asli'", xhayna_,0
9/2/2021, '@starfess Jujur aku sama pjw seumuran loh. Tapi ya gue nya kurang gizi sih', xyuxiesy,0
9/2/2021, '😆 ngomong di seret tetep aja medokku nggak berkurang malah kayak orang kurang gizi https://t.co/v68tOvU9oJ', 27dewi_nastika,0
9/2/2021," 'Katanya kurus gara gara mikirin rakyat, emang bawaannya dari dulu kurus krepmeng kurang gizi, kata singibulin 😂😂😂 #KPK_Bobrok #KoalisiPlangaPlongo #PresidenGagalMundurlah'", kalunganticovid,0
9/2/2021, '@geloraco Kebalik kaleeee bukannye singab yg berotak sunsang yg ngomong jokowe kurang gizi klo otaknya gk sunsang die punya malu deh', Ikhwan37575111,0
9/2/2021, 'Kurang gizi? https://t.co/OQNb0T6PmB', nebulakiddos,0
9/2/2021, '@NurlelySiregar @berlianidris Kurang Gizi 🤪', yusfi5150,0
9/2/2021," '@nila_mrt Tugas menurunkan angka stunting gimana, Pak? Kok sudah ngurusi fashion?'", bingoonez,0
9/2/2021, 'kenapa gw dulu pas tingkat 1 kayk kurang gizi dan a whole different person', sukamiriptulus,0
9/2/2021," 'Pada suatu hari waktu itu, Ngabalin berkata: ...Tidak boleh ada yang kurang gizi memimpin republik ini. https://t.co/I0260CDKgz https://t.co/0gO2ask2eX'", NurlelySiregar,0
9/2/2021," 'ngekos gizi buruk, di rmh gizi cukup tapi mental breakdance'", Psych_o0,0
9/2/2021, '@bertanyarl Kurang gizi kali', xxwlrose,0
9/2/2021, '@RismaYuyun @NOTASLIMBOY Kalian masa kecil dulu sepertinya kurang gizi', sad_wabit,0
9/2/2021, '@candugilang @yellowttea Ya allah kaya kurang gizi dong lemes gitu😫', FuryDfkh,0
9/2/2021, '@ghastpiracy Warga kabupaten kurang gizi', trizcroft,0
9/2/2021," 'Captain Rogers kalo nggak karna serum super soldier, hanyalah aki-aki kurang gizi i can nguli all day'", extantgoose,0
9/2/2021, '@fauzi0716 @FKadrun @geloraco Trus yg kurang gizi itu siapa \nKlo ini yg ngomong otakku langsung blank semua ngga tahu kenapa ya 🤣🤣🤣', KHALILG36641058,0
9/2/2021," '@littleukiyo Samaan kita, aku juga gagal masuk STAN, ga lolos tes fisik karena terlalu lemah kek kurang gizi 😔😔😔'", istrinyamyg,0
9/2/2021, 'Hobi makan tpi gk gemuk. Entah itu anugrah atau cobaan hidup. Bcs emng badan kurus beut kek kurang gizi \U0001f972', pumpkinhohoho,0
9/2/2021," '@usern0tfoundd Engga,cuma kurang gizi aja wkwkwkwk'", bbayjtr05,0
9/2/2021," 'Pendapat pak jk dulu jokowi jadi pres bisa hancur negara ini, kata ngabali kurang gizi jgn mimpin bangsa ini. Terbukti apa tidak?'", HeriFerdinand5,0
9/2/2021," 'aku mau makan😓 TAPI KENAPA GURU NGEZOOM LAGIIIIII, emng guru guru mau ak kekurangan gizi😓'", hrjaddict23,0
9/1/2021, '@setiapary Gizi buruk ya langsung 😔', _heavenpostman,0
9/1/2021, '@Markonah_003 Lapar gua liat beritanya..kalo bin hebat ada bom duluan ketauan bukan meledak  baru tau.itu bin kurang gizi kali', zulhend90188999,0
9/1/2021," '@AFumel @FMnlg @republikaonline Heh @AFumel , ga usah sok bilang orang bodoh &amp; kurang gizi, lha wong di atas aje berita tentang makanan babi, gw komen kalo ga terima hub Raja Arab krn pasti makanannya halal, ehhh.. lo malah ngebahas ttg INVASI! Yg dibahas ttg makanan mengandung Babi Gebleq! Ngaca dulu gih!'", PiranhaSantuy,0
